,RE,time,energy_dash_10K,target_dash_10K,adoption_10K,energy_dash_30K,target_dash_30K,adoption_30K,energy_dash_100K,target_dash_100K,adoption_100K,energy_10K,target_10K,E_target_10K,p_10K,energy_30K,target_30K,E_target_30K,p_30K,energy_100K,target_100K,E_target_100K,p_100K,RE_0,RE_1
82,False,24.22655200958252,0.016321451688522615,313.1899719238281,False,0.012188227201217927,284.61004638671875,False,0.021558077359909333,261.68353271484375,True,0.004121096158737458,311.36590576171875,320.0952085931617,1.0,0.004135401273483552,316.1074523925781,319.6564529602786,1.0,0.021558077359909333,261.68353271484375,301.29004347468,1.0,,
83,True,24.23322105407715,,,,,,,,,,0.004135401273483552,316.1074523925781,320.0477353050595,0.9889937860280305,0.004121096158737458,311.36590576171875,319.5577559698196,0.9889937860280305,0.021558077359909333,261.68353271484375,300.81853739420575,0.9889937860280305,False,True
84,False,24.545785903930664,0.012550623441452302,338.948486328125,False,0.018646509671921052,263.2174987792969,False,0.022030146146530427,255.0789337158203,True,0.004135401273483552,316.1074523925781,320.0013790355009,0.9466907555623837,0.004121096158737458,311.36590576171875,319.46138126148895,0.9466907555623837,0.022030146146530427,255.0789337158203,300.2804244097541,0.9466907555623837,,
85,False,24.695158004760742,0.009744913602585115,338.2533264160156,False,0.007623941922897615,339.53369140625,False,0.02253082516264371,250.4036407470703,True,0.004135401273483552,316.1074523925781,319.95610081872275,0.9435527942947894,0.004121096158737458,311.36590576171875,319.36724782544513,0.9435527942947894,0.02253082516264371,250.4036407470703,299.7004618090252,0.9435527942947894,,
86,False,25.000962018966675,0.01771095516752652,346.3104553222656,False,0.018646509671921052,263.2181091308594,False,0.02138832333158902,250.35403442382812,True,0.004135401273483552,316.1074523925781,319.9118634804912,1.0,0.004121096158737458,311.36590576171875,319.2752783764368,1.0,0.02138832333158902,250.35403442382812,299.13326149425285,1.0,,
87,False,25.05750608444214,0.017990381742233552,308.06817626953125,False,0.007560045743698396,341.5789489746094,False,0.022066385770553865,250.4755096435547,True,0.004135401273483552,316.1074523925781,319.8686315363104,0.9243282619256412,0.004121096158737458,311.36590576171875,319.1853991421786,0.9243282619256412,0.022066385770553865,250.4755096435547,298.5803324959495,0.9243282619256412,,
88,False,25.396980047225952,0.017348558927292146,314.9154968261719,False,0.013874323392624177,281.0340576171875,False,0.02222755673002652,247.5875701904297,True,0.004135401273483552,316.1074523925781,319.8263710964932,0.9814702077848779,0.004121096158737458,311.36590576171875,319.0975396659937,0.9814702077848779,0.02222755673002652,247.5875701904297,298.0073801104942,0.9814702077848779,,
89,True,25.40138030052185,,,,,,,,,,0.004121096158737458,311.36590576171875,319.73236592610675,1.0,0.004135401273483552,316.1074523925781,319.06431647406686,1.0,0.02222755673002652,247.5875701904297,297.44716000027125,1.0,False,True
90,False,25.866667985916138,0.011155397916549958,393.3145751953125,False,0.01617744686674527,357.5473327636719,False,0.02506378414701871,257.90008544921875,True,0.004121096158737458,311.36590576171875,319.6404268034212,0.7195426810153343,0.004135401273483552,316.1074523925781,319.03182346218233,0.7195426810153343,0.02506378414701871,257.90008544921875,297.01257676344653,0.7195426810153343,,
91,False,26.061381340026855,0.021466524625534333,356.2652587890625,False,0.01783874752592496,263.2567443847656,False,0.023845942044967927,261.0958557128906,True,0.004121096158737458,311.36590576171875,319.5504863573157,1.0,0.004135401273483552,316.1074523925781,319.0000368201214,1.0,0.023845942044967927,261.0958557128906,296.62217762159264,1.0,,
92,False,26.271512746810913,0.020458490873092927,351.49578857421875,False,0.012286455655807771,278.5690002441406,False,0.02525451901029996,260.87530517578125,True,0.004121096158737458,311.36590576171875,319.46248011435233,0.8491979238646478,0.004135401273483552,316.1074523925781,318.96893376176075,0.8491979238646478,0.02525451901029996,260.87530517578125,296.237802649057,0.8491979238646478,,
93,False,26.533244132995605,0.01893165829252652,306.5087890625,False,0.013399393583053865,345.8311462402344,False,0.025284082914108552,284.10455322265625,True,0.004121096158737458,311.36590576171875,319.3763463446434,0.99657503716755,0.004135401273483552,316.1074523925781,318.9384924705992,0.99657503716755,0.025284082914108552,284.10455322265625,296.1087255274996,0.99657503716755,,
94,False,26.683441162109375,0.017348558927292146,314.9154968261719,False,0.011927874112839021,305.92083740234375,False,0.024039537931198396,249.8037872314453,True,0.004121096158737458,311.36590576171875,319.2920259174548,1.0,0.004135401273483552,316.1074523925781,318.90869204872536,1.0,0.024039537931198396,249.8037872314453,295.62130512438324,1.0,,
95,True,26.68653702735901,,,,,,,,,,0.004135401273483552,316.1074523925781,319.2588532765706,0.9889937860280305,0.004121096158737458,311.36590576171875,318.83012135823566,0.9889937860280305,0.024039537931198396,249.8037872314453,295.1440393129985,0.9889937860280305,False,True
96,False,26.840911626815796,0.01771095516752652,346.3104553222656,False,0.016942293668503083,270.2351379394531,False,0.024088175321335115,262.9656982421875,True,0.004135401273483552,316.1074523925781,319.2263646076635,0.9943716115266842,0.004121096158737458,311.36590576171875,318.7531706819829,0.9943716115266842,0.024088175321335115,262.9656982421875,294.81230383804166,0.9943716115266842,,
97,False,26.984587907791138,0.017092020536178865,309.85400390625,False,0.017139704251999177,270.1805114746094,False,0.023070604825729646,267.93231201171875,True,0.004135401273483552,316.1074523925781,319.1945389728157,1.0,0.004121096158737458,311.36590576171875,318.6777904276945,1.0,0.023070604825729646,267.93231201171875,294.5380182071608,1.0,,
98,False,27.332494020462036,0.01099994900297574,349.1685791015625,False,0.007817537809128083,351.4593811035156,False,0.031112940335983552,349.9233093261719,False,0.004135401273483552,316.1074523925781,319.163356280086,0.39325400799442306,0.004121096158737458,311.36590576171875,318.6039330068261,0.39325400799442306,0.023070604825729646,267.93231201171875,294.2692737001361,0.39325400799442306,,
99,False,27.50514841079712,0.012604029203171052,379.8826904296875,False,0.01595619442533902,267.6859130859375,False,0.021097452665085115,264.1269226074219,True,0.004135401273483552,316.1074523925781,319.13279724121094,1.0,0.004121096158737458,311.36590576171875,318.531552734375,1.0,0.021097452665085115,264.1269226074219,293.967850189209,1.0,,
